ConfYear,ConfLocation,ConfDivision,ChoirTitle,ChoirType,CondFName1,CondMName1,CondLName1,CondFName2,CondMName2,CondLName2,School/Org,City1,State/Provience,Country,ChDivision,CondGender1,CondGender2,ChDistance,HBCU,GALA
1981,"New Orleans, LA",S,Angelo State University Chamber Singers,College,Billy,,Davis,,,,Angelo State University,San Angelo,TX,U.S.,SW,m,,711,,
1981,"New Orleans, LA",S,Texas All-State Community College Choir,College,Eph,,Ehly,,,,Texas MEA,,TX,U.S.,SW,m,,,,
1981,"New Orleans, LA",S,South Houston A Cappella Girls Choir,High School,Sally,,Schott,,,,South Houston High School,South Houston,TX,U.S.,SW,f,,352,,
1981,"New Orleans, LA",S,Brigham Young University A Capella Choir,College,Ralph,,Woodward,,,,Brigham Young University,Provo,UT,U.S.,W,m,,1715,,
1981,"New Orleans, LA",S,The Madisonians,College,Sandra,,Cryder,,,,James Madison University,Harrisonburg,VA,U.S.,S,f,,955,,
1981,"New Orleans, LA",S,Shorecrest High School Chansons,High School,Neil,,Lieurance,,,,Shorecrest High School,Seattle,WA,U.S.,NW,m,,2719,,
1981,"New Orleans, LA",S,Howard University,College,James,,Norris,,,,Howard University,"Washington, D.C.",,U.S.,E,m,,1083,Y,
1983,"Nashville, TN",S,University of Southern California Chamber Singers,College,Rodney,,Eichenberger,,,,University of Southern California,Los Angeles,CA,U.S.,W,m,,2005,,
1983,"Nashville, TN",S,Wartburg Choir,College,James,,Fritschel,,,,Wartburg College,Waverly,IA,U.S.,NC,m,,667,,
1983,"Nashville, TN",S,Fort Madison High School Chamber Singers,High School,Allen,,Chapman,,,,Fort Madison High School,Fort Madison,IA,U.S.,NC,m,,508,,
1983,"Nashville, TN",S,Illinois State University Madrigal Singers,College,John,,Ferrell,,,,Illinois State University,Normal,IL,U.S.,C,m,,403,,
1983,"Nashville, TN",S,Moline Senior High School Concert Choir,High School,Calvin,,Hedegaard,,,,Moline Senior High School,Moline,IL,U.S.,C,m,,533,,
1983,"Nashville, TN",S,University Children's Choir,Children/Elementary,Mary,,Goetze,,,,Indiana University,Bloomington,IN,U.S.,C,f,,251,,
1983,"Nashville, TN",S,The Singing Hoosiers,College,Robert,,Stoll,,,,Indiana University,Bloomington,IN,U.S.,C,m,,251,,
1983,"Nashville, TN",S,Kentucky State University Concert Choir,College,Carl,,Smth,,,,Kentucky State University,Frankfort,KY,U.S.,S,m,,210,Y,
1983,"Nashville, TN",S,Harvard-Radcliffe Collegium Musicum,College,Jameson,,Marvin,,,,Harvard University,Cambridge,MA,U.S.,E,m,,1096,,
1983,"Nashville, TN",S,"Michigan State University Chorale, State Singers and Wind Symphony",College,Charles,,Smith,,,,Michigan State University,East Lansing,MI,U.S.,C,m,,541,,
1983,"Nashville, TN",S,University of Mississippi Concert Singers,College,Jerry,,Jordan,,,,University of Mississippi,Oxford,MS,U.S.,S,m,,234,,
1983,"Nashville, TN",S,Flathead High School Choir,High School,Don,,Goddard,,,,Flathead High School,Kalispell,MT,U.S.,NW,m,,2009,,
1983,"Nashville, TN",S,University of North Carolina at Greensboro Women's Choir,College,William,,McIver,,,,University of North Carolina at Greensboro,Greensboro,NC,U.S.,S,m,,464,,
1983,"Nashville, TN",S,North Dakota State University Concert Choir,College,Edwin,,Fissinger,,,,North Dakota State University,Fargo,ND,U.S.,NC,m,,,,
1983,"Nashville, TN",S,Clovis High School Women's Chorus,High School,Wayne,,Anderson,,,,Clovis High School,Clovis,NM,U.S.,SW,m,,1038,,
1983,"Nashville, TN",S,Geneseo Chamber Singers,College,Robert,,Isgro,,,,SUNY at Genesco,Genesco,NY,U.S.,E,m,,756,,
1983,"Nashville, TN",S,Schola Cantorum,Community,Hugh,,Ross,,,,,New York,NY,U.S.,E,m,,894,,
1983,"Nashville, TN",S,Cincinatti Conservatory Chamber Singers and Chamber Orchestra,College,Elmer,,Thomas,,,,University of Cincinnati,Cincinnati,OH,U.S.,C,m,,272,,
1983,"Nashville, TN",S,Cincinnati Boy Choir,Community,William,,Dickinson,,,,Cincinnati Boy Choir Association,Cincinnati,OH,U.S.,C,m,,272,,
1983,"Nashville, TN",S,Cincinnati Conservatory of Music Children's Choir,Children/Elementary,Karen,,Wolff,,,,,Cincinnati,OH,U.S.,C,f,,272,,
1983,"Nashville, TN",S,Furman Singers,Community,Bingham,,Vick,,,,Furman University,Greenville,SC,U.S.,S,m,,346,,
1983,"Nashville, TN",S,Palmetto Mastersingers,College,Arpad,,Darazs,,,,University of South Carolina,Columbia,SC,U.S.,S,m,,441,,
1983,"Nashville, TN",S,Middle Tennessee State University Chamber Singers,College,Sandra,,Willetts,,,,Middle Tennessee State University,Murfreesboro,TN,U.S.,S,f,,34,,
1983,"Nashville, TN",S,University of Texas Chamber Singers,College,Morris,,Beachy,,,,University of Texas,Austin,TX,U.S.,SW,m,,859,,
1983,"Nashville, TN",S,Southwestern Singers,College,Robert,,Burton,,,,Southwestern Baptist Theological Seminary,Fort Worth,TX,U.S.,SW,m,,696,,
1983,"Nashville, TN",S,North Texas State University Jazz Singers,College,Paris,,Rutherford,,,,North Texas State University,Denton,TX,U.S.,SW,f,,677,,
1983,"Nashville, TN",S,West Texas State University Chorale,College,Hugh,,Sanders,,,,West Texas State University,Canyon,TX,U.S.,SW,m,,950,,
1983,"Nashville, TN",S,Richland High School Rebel Choir,High School,Patricia,,Neighbors,,,,Richland Senior High School,Fort Worth,TX,U.S.,SW,f,,696,,
1983,"Nashville, TN",S,Permian High School Choir,High School,Randy,,Talley,,,,Permian High School,Odessa,TX,U.S.,SW,m,,1015,,
1983,"Nashville, TN",S,Richardson North Junior High School Concert Choral,Middle School,Marsha,,Ray,,,,Richardson North Junior High School,Richardson,TX,U.S.,SW,f,,665,,
1983,"Nashville, TN",S,North Dakota State University Concert Choir,College,Maurice,,Skones,,,,Pacific Lutheran University,Tacoma,WA,U.S.,NW,m,,2441,,
1983,"Nashville, TN",S,Singing Statesmen,College,Morris,,Hayes,,,,University of Wisconsin - Eau Claire,Eau Claire,WI,U.S.,NC,m,,786,,
1983,"Nashville, TN",S,Parkersburg High School A Cappella Choir and Chamber Singers,High School,Jean,,Singer,,,,Parkersburg High School,Parkersburg,WV,U.S.,SW,f,,437,,
1983,"Nashville, TN",S,United States Air Force Singing Sargeants and United States Air Force Band,Community,Craig,,Jessop,,,,United States Air Force,"Washington, D.C.",,U.S.,E,m,,665,,
1983,"Nashville, TN",S,ACDA Children's Honor Choir,Honor,Jean,,Ashworth-Gam,,,,,,,U.S.,,F,,,,
1983,"Nashville, TN",S,"Swedish Radio Choir, the",International,Eric,,Ericson,,,,,Stockholm,,Sweden,,m,,,,
1983,"Nashville, TN",S,Winnipeg Mennonite Children's Choir,International,Helen,,Litz,,,,,Winnipeg,,Canada,,f,,,,
1985,"Salt Lake City, UT",W,Briarwood Presbyterian Church Choir,Church,James,,Brown,,,,Briarwood Presbyterian Church,Birmingham,AL,U.S.,S,m,,1759,,
1985,"Salt Lake City, UT",W,Men of Briarwood Presbyterian Church,Church,James,,Brown,,,,Briarwood Presbyterian Church,Birmingham,AL,U.S.,S,m,,1759,,
1985,"Salt Lake City, UT",W,Arizona State University Concert Choir,College,Douglas,,McEwen,,,,Arizona State University,Tempe,AZ,U.S.,W,m,,671,,
1985,"Salt Lake City, UT",W,Phoenix Boys Choir,Community,Harvey,,Smith,,,,,Phoenix,AZ,U.S.,W,m,,658,,
1985,"Salt Lake City, UT",W,La Canada Presbyterian Chuch Chancel Choir,Church,Dick,,Dickau,,,,La Canada Presbyterian Church,La Canada,CA,U.S.,W,m,,686,,
1985,"Salt Lake City, UT",W,California State University Choir,College,Frank,,Pooler,,,,California State University,Long Beach,CA,U.S.,W,m,,702,,
1985,"Salt Lake City, UT",W,Long Beach City College Chamber Singers,College,Jo-Michael,,Scheibe,,,,Long Beach City College,Long Beach,CA,U.S.,W,m,,702,,
1985,"Salt Lake City, UT",W,Porterville College Chamber Singers,College,Dean,,Semple,,,,Porterville College,Porterville,CA,U.S.,W,m,,756,,
1985,"Salt Lake City, UT",W,Albert McNeil Jubilee Singers,Community,Albert,,McNeil,,,,,Los Angeles,CA,U.S.,W,m,,689,,
1985,"Salt Lake City, UT",W,Redlands High School Chamber Singers,High School,Roger,,Duffer,,,,Redlands High School,Redlands,CA,U.S.,W,m,,892,,
1985,"Salt Lake City, UT",W,Plymouth Congregational United Church of Christ Chancel Choir,Church,Carol,,Stewart,,,,Plymouth Congregational United Church of Christ,Des Moines,IA,U.S.,NC,f,,1067,,
1985,"Salt Lake City, UT",W,Luther College Nordic Choir,College,Weston,,Noble,,,,Luther College,Decorah,IA,U.S.,NC,m,,1274,,
1985,"Salt Lake City, UT",W,Ricks College A Cappella Choir,College,Clyde,,Luke,,,,Ricks College,Rexburg,ID,U.S.,NW,m,,241,,
1985,"Salt Lake City, UT",W,Wheaton College Women's Chorus,College,Mary,,Hopper,,,,Wheaton College,Wheaton,IL,U.S.,C,f,,1377,,
1985,"Salt Lake City, UT",W,Classic Chorale,Community,Lee,,Jacobson,,,,,Evanston,IL,U.S.,C,m,,1407,,
1985,"Salt Lake City, UT",W,New England Conservatory of Music Chamber Singers,College,Lorna,,deVaron,,,,New England Conservatory of Music,Boston,MA,U.S.,E,f,,2395,,
1985,"Salt Lake City, UT",W,Calvin College Alumni Choir,College,Anton,,Armstrong,,,,Calvin College,Grand Rapids,MI,U.S.,C,m,,1562,,
1985,"Salt Lake City, UT",W,University of North Dakota Concert Choir,College,Terry,,Eder,,,,University of North Dakota,Grand Forks,ND,U.S.,NC,m,,1197,,
1985,"Salt Lake City, UT",W,Scarlet and Cream Singers,College,Raymond,,Miller,,,,University of Nebraska,Lincoln,NE,U.S.,NC,m,,882,,
1985,"Salt Lake City, UT",W,Lefler Junior High School Select Choir,Middle School,Joan,,Evans,,,,Lefler Junior High School,Lincoln,NE,U.S.,NC,f,,882,,
1985,"Salt Lake City, UT",W,Southern Nevada Musical Arts Society Singers,Community,Douglas,,Peterson,,,,Southern Nevada Musical Arts Society,Las Vegas,NV,U.S.,W,m,,425,,
1985,"Salt Lake City, UT",W,Ohio State University Men's Glee Club,College,James,,Gallagher,,,,Ohio State University,Columbus,OH,U.S.,C,m,,1692,,
1985,"Salt Lake City, UT",W,Elmer Iseler Singer,International,Elmer,,Iseler,,,,,Toronto,Ontario,Canada,,m,,,,
1985,"Salt Lake City, UT",W,Portland State University Chamber Choir,College,Bruce,,Browne,,,,Portland State University,Portland,OR,U.S.,NW,m,,766,,
1985,"Salt Lake City, UT",W,Oregon Repertory Singers,Community,Gil,,Seeley,,,,,Portland,OR,U.S.,NW,m,,766,,
1985,"Salt Lake City, UT",W,Washington High School Concert Choir,High School,Dione,,Peterson,,,,Washington High School,Sioux Falls,SD,U.S.,NC,f,,1019,,
1985,"Salt Lake City, UT",W,Southwest Texas State University Chorale,College,Kenneth,,Fulton,,,,Southwest Texas State University,San Marcos,TX,U.S.,SW,m,,1359,,
1985,"Salt Lake City, UT",W,Texas Christian University Concert Chorale,College,Ronald,,Shirey,,,,Texas Christian University,Fort Worth,TX,U.S.,SW,m,,1219,,
1985,"Salt Lake City, UT",W,Arlington High School Choraliers,High School,Dan,,Rash,,,,Arlington High School,Arlington,TX,U.S.,SW,m,,1231,,
1985,"Salt Lake City, UT",W,Permian High School Choir,High School,Randy,,Talley,,,,Permian High School,Odessa,TX,U.S.,SW,m,,997,,
1985,"Salt Lake City, UT",W,Morman Tabernacle Choir,Church,Jerold,,Ottley,,,,,Salt Lake City,UT,U.S.,W,m,,0,,
1985,"Salt Lake City, UT",W,"Brigham Young University Concert Choir, University Singers and Philharmonic Orchestra",College,Ronald,,Staheli,,,,Brigham Young University,Provo,UT,U.S.,W,m,,45,,
1985,"Salt Lake City, UT",W,University of Utah A Cappella Choir,College,Ed,,Thompson,,,,University of Utah,Salt Lake City,UT,U.S.,W,m,,0,,
1985,"Salt Lake City, UT",W,The Youth Ambassadors,Community,Randy,,Boothe,,,,Brigham Young University,Provo,UT,U.S.,W,m,,45,,
1985,"Salt Lake City, UT",W,Madison Boychoir,Children/Elementary,Carrel,,Pray,,,,,Madison,WI,U.S.,NC,,,1372,,
1985,"Salt Lake City, UT",W,University of Wisconsin at Eau Claire Women's Chorus I,College,Greg,,Vancil,,,,University of Wisconsin - Eau Claire,Eau Claire,WI,U.S.,NC,m,,1368,,
1985,"Salt Lake City, UT",W,ACDA Junior High National Honor Chorus,Honor,Rodney,,Eichenberger,,,,,,,U.S.,,M,,,,
1985,"Salt Lake City, UT",W,"King's Singers, the",International,Jeremy,,Jackman,,,,,Cambridge,,England,,m,,,,
1987,"San Antonio, TX",SW,Birmingham-Southern College Concert Choir,College,Hugh,,Thomas,,,,Birmingham-Southern College,Birmingham,AL,U.S.,S,m,,863,,
1987,"San Antonio, TX",SW,University of Central Arkansas Concert Choir,College,John,,Erwin,,,,University of Central Arkansas,Conway,AR,U.S.,SW,m,,615,,
1987,"San Antonio, TX",SW,First Presbyterian Church Chancel Choir,Church,David,,Morales,,,,Berkley First Presbyrterian Church,Berkley,CA,U.S.,W,m,,1726,,
1987,"San Antonio, TX",SW,San Jose State University Choraliers,College,Charlene,,Archibeque,,,,San Jose State Univeristy,San Jose,CA,U.S.,W,f,,1692,,
1987,"San Antonio, TX",SW,Loyola Marymount University Men's Chorus,College,Paul,,Salamunavich,,,,Loyola Marymount,Los Angeles,CA,U.S.,W,m,,1354,,
1987,"San Antonio, TX",SW,Pennisula Women's Chorus,Community,Patricia,,Hennings,,,,,Palo Alto,CA,U.S.,W,f,,1708,,
1987,"San Antonio, TX",SW,Wartburg College Choir,College,Paul,,Torkelson,,,,Wartburg College,Waverly,IA,U.S.,NC,m,,1148,,
1987,"San Antonio, TX",SW,University of Illinois Women's Glee Club,College,Joe,,Grant,,,,University of Illinois,Urbana,IL,U.S.,C,m,,1106,,
1987,"San Antonio, TX",SW,Harvard Glee Club,College,Jameson,,Marvin,,,,Harvard University,Cambridge,MA,U.S.,E,m,,2032,,
1987,"San Antonio, TX",SW,Gene Grier Singers,Community,Gene,,Grier,,,,,Drayton Plains,MI,U.S.,C,m,,1506,,
1987,"San Antonio, TX",SW,Dale Warland Singers,Community,Dale,,Warland,,,,,St. Paul,MN,U.S.,NC,m,,1253,,
1987,"San Antonio, TX",SW,Owatonna High School Concert Choir,High School,Roger,,Tenney,,,,Owatonna High School,Owatonna,MN,U.S.,NC,m,,1188,,
1987,"San Antonio, TX",SW,Northeast Missouri State University Singers,College,Clay,,Dawson,,,,Northeast Missouri State University,Kirksville,MO,U.S.,SW,m,,994,,
1987,"San Antonio, TX",SW,Fox Junior High School Choir,Middle School,Sally,,Herman,,,,Fox Junior High School,Barnhart,MO,U.S.,SW,f,,907,,
1987,"San Antonio, TX",SW,Jackson State University Concert Choir,College,Robert,,Morris,,,,Jackson State University,Jackson,MS,U.S.,S,m,,637,,
1987,"San Antonio, TX",SW,Eastman Chorale and Chamber Orchestra,College,Donald,,Neuen,,,,Eastman School of Music,Rochester,NY,U.S.,E,m,,1706,,
1987,"San Antonio, TX",SW,Knox Presbyterian Church Choir,Church,Earl,,Rivers,,,,Knox Presbyrterian Church,Cincinnati,OH,U.S.,C,m,,1206,,
1987,"San Antonio, TX",SW,Vocal Arts Ensemble of Cincinnati,Community,Elmer,,Thomas,,,,,Cincinnati,OH,U.S.,C,m,,1206,,
1987,"San Antonio, TX",SW,Ladies and Gentlemen of Jazz,College,Edward,,Pierce,,,,Oral Roberts University,Tulsa,OK,U.S.,SW,m,,531,,
1987,"San Antonio, TX",SW,Toronto Children's Chorus,International,Jean,,Bartle,,,,,Toronto,Ontario,Canada,,f,,,,
1987,"San Antonio, TX",SW,Portland Symphonic Choir,Community,Bruce,,Browne,,,,,Portland,OR,U.S.,NW,m,,2089,,
1987,"San Antonio, TX",SW,Furman Singers,Community,Bingham,,Vick,,,,Furman University,Greenville,SC,U.S.,S,m,,1133,,
1987,"San Antonio, TX",SW,Texas Tech University Choir,College,Donald,,Bailey,,,,Texas Tech University,Lubbock,TX,U.S.,SW,m,,388,,
1987,"San Antonio, TX",SW,Southwestern Baptist Theological Seminary Men's Chorus,College,James,,McKinney,,,,Southwestern Baptist Theological Seminary,Fort Worth,TX,U.S.,SW,m,,265,,
1987,"San Antonio, TX",SW,University of Texas at San Antonio Chamber Chorale,College,John,,Silantien,,,,University of Texas at San Antonio,San Antonio,TX,U.S.,SW,m,,0,,
1987,"San Antonio, TX",SW,University of Texas at San Antonio Concert Choir,College,John,,Silantien,,,,University of Texas at San Antonio,San Antonio,TX,U.S.,SW,m,,0,,
1987,"San Antonio, TX",SW,Sam Houston State University Orchestra,College,Carol,,Smith,,,,Sam Houston State University,Huntsville,TX,U.S.,SW,f,,225,,
1987,"San Antonio, TX",SW,Morris Beachy Chorale,Community,Morris,,Beachy,,,,,Austin,TX,U.S.,SW,m,,80,,
1987,"San Antonio, TX",SW,Vocal Majority,Community,Jim,,Clancy,,,,"Dallas Metropolitan Chapter, S.P.E.B.S.Q.S.A.",Dallas,TX,U.S.,SW,m,,277,,
1987,"San Antonio, TX",SW,San Antonio Symphony,Community,Andrew,,Schenck,,,,,San Antonio,TX,U.S.,SW,m,,0,,
1987,"San Antonio, TX",SW,Texas All State Choir,High School,Rodney,,Eichenberger,,,,Texas Music Educators Association,,TX,U.S.,SW,m,,,,
1987,"San Antonio, TX",SW,Amarillo High School Bel Canto Chorale,High School,Danny,,Hood,,,,Amarillo High School,Amarillo,TX,U.S.,SW,m,,511,,
1987,"San Antonio, TX",SW,South Garland High School A Cappella Choir,High School,Stan,,McGill,,,,South Garland High School,Garland,TX,U.S.,SW,m,,288,,
1987,"San Antonio, TX",SW,Eagle Pass High School Les Chanteaux,High School,Noemi,,Perez,,,,Eagle Pass High School,Eagle Pass,TX,U.S.,SW,,,143,,
1987,"San Antonio, TX",SW,Trinity High School Harmony,High School,Cherrie,,Townsend,,,,Trinity High School,Euless,TX,U.S.,SW,f,,284,,
1987,"San Antonio, TX",SW,University of Puget Sound Adelphian Choir,College,Paul,,Schultz,,,,University of Puget Sound,Tacoma,WA,U.S.,NW,m,,2177,,
1987,"San Antonio, TX",SW,Doshisha Women's College Chorus,International,Toshio,,Makamura,,,,Doshisha Women's College,Kyoto,,Japan,,,,,,
1989,"Louisville, KY",S,Sam Walton Junio High School Cub Singers,Middle School,Trella,,King,,,,Sam Walton Junior High School,Bentonville,AR,U.S.,SW,f,,595,,
1989,"Louisville, KY",S,Loyola Marymount University Women's Chorus,College,Paul,,Salamunovich,,,,Loyola Marymount University,Los Angeles,CA,U.S.,W,m,,2088,,
1989,"Louisville, KY",S,"Jane Hardester Singers, the",Community,Jane,,Hardester,,,,South Bay Center for the Arts,Torrance,CA,U.S.,W,f,,2107,,
1989,"Louisville, KY",S,Cherry Creek High School Girls' 21,High School,Charlotte,,Adams,,,,Cherry Creek High School,Englewood,CO,U.S.,SW,f,,1117,,
1989,"Louisville, KY",S,Cherry Creek High School Meistersingers,High School,Richard,,Larson,,,,Cherry Creek High School,Englewood,CO,U.S.,SW,m,,1117,,
1989,"Louisville, KY",S,Wheaton College Concert Choir,College,Paul,,Wiens,,,,Wheaton College,Wheaton,IL,U.S.,C,m,,317,,
1989,"Louisville, KY",S,Indianapolis Children's Choir,Children/Elementary,Henry,,Leck,,,,,Indianapolis,IN,U.S.,C,m,,114,,
1989,"Louisville, KY",S,Notre Dame Glee Club,College,Carl,,Stam,,,,University of Notre Dame,Notre Dame,IN,U.S.,C,m,,259,,
1989,"Louisville, KY",S,Wichita Chamber Chorale,Community,Michael,,Pohlenz,,,,,Wichita,KS,U.S.,SW,m,,708,,
1989,"Louisville, KY",S,Western Kentucky University Chorale,College,Kenneth,,Davis,,,,Western Kentucky University,Bowling Green,KY,U.S.,S,m,,115,,
1989,"Louisville, KY",S,Southern Seminary Choir and Brass Ensemble,College,John,,Dickson,,,,Southern Baptist Theological Seminary,Louisville,KY,U.S.,S,m,,0,,
1989,"Louisville, KY",S,Louisville Thoroughbred Chorus,Community,Allen,,Hatton,,,,,Louisville,KY,U.S.,S,m,,0,,
1989,"Louisville, KY",S,"Louisville Orchestra, the",Community,Lawrence,,Smith,,,,,Louisville,KY,U.S.,S,m,,0,,
1989,"Louisville, KY",S,Henderson County High School Women's Chorus,High School,Robert,,Ellis,,,,Henderson County High School,Henderson,KY,U.S.,S,m,,130,,
1989,"Louisville, KY",S,Ballard High School River City Sound,High School,Shirley,,Wilkinson,,,,Ballard High School,Louisville,KY,U.S.,S,f,,0,,
1989,"Louisville, KY",S,Westport Middle School Mixed Chorus,Middle School,Lois,,Granger,,,,Westport Middle School,Louisville,KY,U.S.,S,f,,0,,
1989,"Louisville, KY",S,Michigan State University Chorale,College,Charles,,Smith,,,,Michigan State University,East Lansing,MI,U.S.,C,m,,367,,
1989,"Louisville, KY",S,Brazeal Dennard Chorale,Community,Brazeal,,Dennard,,,,,Detroit,MI,U.S.,C,,,361,,
1989,"Louisville, KY",S,Ypsilanti High School Concert Choir,High School,William,,Boggs,,,,Ypsilanti High School,Ypsilanti,MI,U.S.,C,m,,347,,
1989,"Louisville, KY",S,Red River Boy Choir,Children/Elementary,Linda,,Ferreira,,,,,Moorhead,MN,U.S.,NC,f,,937,,
1989,"Louisville, KY",S,University of Missouri Singers,College,Duncan,,Couch,,,,University of Missouri,Columbia,MO,U.S.,SW,m,,368,,
1989,"Louisville, KY",S,Southwest Missouri State University Concert Chorale,College,Guy,,Webb,,,,Southwest Missouri State University,Springfield,MO,U.S.,SW,m,,477,,
1989,"Louisville, KY",S,University of North Carolina - Greensboro Women's Choir,College,Hilary,,Apfelstadt,,,,University of North Carolina at Greensboro,Greensboro,NC,U.S.,S,f,,491,,
1989,"Louisville, KY",S,American Boy Choir,Children/Elementary,James,,Litton,,,,,Princeton,NJ,U.S.,E,m,,704,,
1989,"Louisville, KY",S,"Western Wind, the",Community,,,,,,,,New York,NY,U.S.,E,,,776,,
1989,"Louisville, KY",S,Bowling Green State University Collegiate Chorale,College,Terry,,Eder,,,,Bowling Green State University,Bowling Green,OH,U.S.,C,m,,282,,
1989,"Louisville, KY",S,Bowling Green State Univeristy Men's Chorus,College,Richard,,Mathey,,,,Bowling Green State University,Bowling Green,OH,U.S.,C,m,,282,,
1989,"Louisville, KY",S,East Tennessee State University Jazz Singers,College,Thomas,,Jenrette,,,,East Tennessee State University,Johnson City,TN,U.S.,S,m,,308,,
1989,"Louisville, KY",S,St. George's Episcopal Church Choir,Church,Wilma,,Jensen,,,,St. George's Episcopal Church,Nashville,TN,U.S.,S,f,,174,,
1989,"Louisville, KY",S,St. John's Singers,Children/Elementary,Janet,,Scarcella,,,,St. John's School,Houston,TX,U.S.,SW,f,,954,,
1989,"Louisville, KY",S,St. Paul's Methodist Church Choir,Church,Robert,,Brewer,,,,St. Paul's United Methodist Church,Houston,TX,U.S.,SW,m,,954,,
1989,"Louisville, KY",S,Highland Park Presbyterian Church Chancel Choir,Church,David,,Davidson,,,,Highland Park Presbyterian Church,Dallas,TX,U.S.,SW,m,,834,,
1989,"Louisville, KY",S,Clear Lake High School Symphonic Chorale,High School,John,,Brasher,,,,Clear Lake High School,Houston,TX,U.S.,SW,m,,954,,
1989,"Louisville, KY",S,Utah State University Madrigal Singers,College,Will,,Kesling,,,,Utah State University,Logan,UT,U.S.,W,m,,1578,,
1989,"Louisville, KY",S,"Northwest Girlchoir, the",Children/Elementary,Rebecca,,Reitz,,,,,Seattle,WA,U.S.,NW,f,,2381,,
1989,"Louisville, KY",S,Yip's Children's Choir,International,Yip,,Hong,,,,,Hong Kong,,China,,m,,,,
1989,"Louisville, KY",S,ACDA Junior High Honors Choir,Honor,Sally,,Herman,,,,,,,U.S.,,F,,,,
1989,"Louisville, KY",S,Kammerchor Stuttgart,International,Frieder,,Bernius,,,,,Stuttgart,,Germany,,,,,,
1989,"Louisville, KY",S,Korallerna,International,Eva,,Bohlin,,,,,Lund,,Sweden,,f,,,,
1989,"Louisville, KY",S,State Academic Male Voice Choir of Estonian Soviet Socialist Republic,International,Gustav,,Ernesaks,,,,,Tallin,,Estonia,,m,,,,
1991,"Phoenix, AZ",W,Take 6,Community,,,,,,,,Huntsville,AL,U.S.,S,,,1638,,
1991,"Phoenix, AZ",W,Central United Methodist Church Sanctuary Choir,Church,Don,,Morse,,,,Central United Methodist Church,Phoenix,AZ,U.S.,W,m,,0,,
1991,"Phoenix, AZ",W,Northern Arizona University Chorale,College,Jo-Michael,,Scheibe,,,,Northern Arizona University,Flagstaff,AZ,U.S.,W,m,,146,,
1991,"Phoenix, AZ",W,University of Arizona Chamber Choir,College,Maurice,,Skones,,,,University of Arizona,Tucson,AZ,U.S.,W,m,,116,,
1991,"Phoenix, AZ",W,Arizona State University Orchestra,College,Henry,,Smith,,,,Arizona State University,Tempe,AZ,U.S.,W,m,,13,,
1991,"Phoenix, AZ",W,Phoenix Boys Choir,Community,Harvey,,Smith,,,,,Phoenix,AZ,U.S.,W,m,,0,,
1991,"Phoenix, AZ",W,Los Angeles Children's Chorus,Children/Elementary,Rebecca,,Thompson,,,,,Los Angeles,CA,U.S.,W,f,,373,,
1991,"Phoenix, AZ",W,Lake Avenue Congregational Church Sanctuary Choir,Church,Dan,,Bird,,,,Lake Avenue Congregational Church,Pasadena,CA,U.S.,W,m,,370,,
1991,"Phoenix, AZ",W,St. Charles Borromeo Choir,Church,Paul,,Salamunovich,,,,St. Chrles Borromeo Church,North Hollywood,CA,U.S.,W,m,,385,,
1991,"Phoenix, AZ",W,Foothill College Fanfairs,College,Nile,,Norton,,,,Foothill College,Los Altos Hills,CA,U.S.,W,,,724,,
1991,"Phoenix, AZ",W,Loma Linda University Men's Chorus,College,Dan,,Thurber,,,,Loma Linda University,Loma Linda,CA,U.S.,W,m,,315,,
1991,"Phoenix, AZ",W,Pacific Chorale,Community,John,,Alexander,,,,,Santa Ana,CA,U.S.,W,m,,359,,
1991,"Phoenix, AZ",W,California Choral Company,Community,William,,Dehning,,,,,Stockton,CA,U.S.,W,m,,707,,
1991,"Phoenix, AZ",W,Chanticleer,Community,Joseph,,Jennings,,,,,San Francisco,CA,U.S.,W,m,,751,,
1991,"Phoenix, AZ",W,Lick-Wilmerding High School Chamber Singers,High School,Joyce,,Keil,,,,Lick-Wilmerding High School,San Mateo,CA,U.S.,W,f,,747,,
1991,"Phoenix, AZ",W,University of Colorado University Choir,College,Lawrence,,Kaptein,,,,University of Colorado,Boulder,CO,U.S.,SW,m,,827,,
1991,"Phoenix, AZ",W,Morris Brown College Concert Choir,College,Glynn,,Halsey,,,,Morris Brown College,Atlanta,GA,U.S.,S,,,1806,Y,
1991,"Phoenix, AZ",W,Waldorf College Choir,College,Ben,,Allaway,,,,Waldorf College,Forest City,IA,U.S.,NC,m,,1610,,
1991,"Phoenix, AZ",W,Mount Vernon High School Concert Choir,High School,Joleen,,Nelson,,,,Mount Vernon High School,Mount Vernon,IA,U.S.,NC,f,,1624,,
1991,"Phoenix, AZ",W,Parkland Community College Camerata,College,Sandra,,Chabot,,,,Parkland Community College,Champaign,IL,U.S.,C,f,,1638,,
1991,"Phoenix, AZ",W,Anderson University Chorale,College,Richard,,Sowers,,,,Anderson University,Anderson,IN,U.S.,C,m,,1749,,
1991,"Phoenix, AZ",W,Kentucky State University Concert Choir,College,Carl,,Smith,,,,Kentucky State University,Frankfurt,KY,U.S.,S,m,,1770,Y,
1991,"Phoenix, AZ",W,Petoskey High School Chamber Choir,High School,Bradley,,Moffatt,,,,Petoskey High School,Petoskey,MI,U.S.,C,m,,2692,,
1991,"Phoenix, AZ",W,Sebastian Singers,Community,Paul,,Oakley,,,,Bach Society of Minnesota,Minneapolis,MN,U.S.,NC,m,,1730,,
